BEGIN DATA:,,,
truth,Actual2001,truth,1
truth,Actual2002,truth,1
truth,Actual2003,truth,1
truth,Actual2004,truth,1
truth,Actual2005,truth,1
truth,Actual2006,truth,1
truth,Actual2007,truth,1
truth,Actual2008,truth,1
truth,Actual2009,truth,1
truth,Actual2010,truth,1
truth,Actual2011,truth,1
truth,Actual2012,truth,1
truth,Actual2013,truth,1
truth,Actual2014,truth,1
truth,Actual2015,truth,1
truth,Actual2016,truth,1
truth,Actual2017,truth,1
truth,Actual2018,truth,1
truth,Actual2020,truth,1
truth,Actual2021,truth,1
truth,Actual2022,truth,1
truth,Actual2023,truth,1
truth,Actual2024,truth,1
truth,Actual2025,truth,1
truth,Actual2027,truth,1
truth,Actual2028,truth,1
truth,Actual2029,truth,1
truth,Actual2030,truth,1
truth,Actual2031,truth,1
truth,Actual2032,truth,1
truth,Actual2033,truth,1
truth,Actual2034,truth,1
truth,Actual2035,truth,1
truth,Actual2036,truth,1
truth,Actual2037,truth,1
truth,Actual2038,truth,1
truth,Actual1001,truth,1
truth,Actual1002,truth,1
truth,Actual1004,truth,1
truth,Actual1005,truth,1
truth,Actual1006,truth,1
truth,Actual1007,truth,1
truth,Actual1008,truth,1
truth,Actual1009,truth,1
truth,Actual1010,truth,1
truth,Actual1011,truth,1
truth,Actual1012,truth,1
truth,Actual1013,truth,1
truth,Actual1014,truth,1
truth,Actual1015,truth,1
truth,Actual1016,truth,1
truth,Actual1017,truth,1
truth,Actual1018,truth,1
truth,Actual1019,truth,1
truth,Actual1020,truth,1
truth,Actual1021,truth,1
truth,Actual1022,truth,1
truth,Actual1023,truth,1
truth,Actual1024,truth,0
truth,Actual1025,truth,0
truth,Actual1026,truth,0
truth,Actual1027,truth,0
truth,Actual1028,truth,0
truth,Actual1029,truth,0
truth,Actual1030,truth,0
truth,Actual1031,truth,0
truth,Actual1032,truth,0
truth,Actual1033,truth,0
truth,Actual1034,truth,0
truth,Actual1035,truth,0
truth,Actual1036,truth,0
truth,Actual1037,truth,0
Reader1,Actual2001,modalityA,1
Reader1,Actual2002,modalityA,1
Reader1,Actual2003,modalityA,1
Reader1,Actual2004,modalityA,1
Reader1,Actual2005,modalityA,1
Reader1,Actual2006,modalityA,1
Reader1,Actual2007,modalityA,1
Reader1,Actual2008,modalityA,1
Reader1,Actual2009,modalityA,1
Reader2,Actual2010,modalityA,1
Reader2,Actual2011,modalityA,1
Reader2,Actual2012,modalityA,1
Reader2,Actual2013,modalityA,1
Reader2,Actual2014,modalityA,1
Reader2,Actual2015,modalityA,1
Reader2,Actual2016,modalityA,1
Reader2,Actual2017,modalityA,1
Reader2,Actual2018,modalityA,1
Reader3,Actual2020,modalityA,1
Reader3,Actual2021,modalityA,1
Reader3,Actual2022,modalityA,1
Reader3,Actual2023,modalityA,1
Reader3,Actual2024,modalityA,1
Reader3,Actual2025,modalityA,1
Reader3,Actual2027,modalityA,0
Reader3,Actual2028,modalityA,1
Reader3,Actual2029,modalityA,1
Reader4,Actual2030,modalityA,1
Reader4,Actual2031,modalityA,1
Reader4,Actual2032,modalityA,1
Reader4,Actual2033,modalityA,1
Reader4,Actual2034,modalityA,1
Reader4,Actual2035,modalityA,1
Reader4,Actual2036,modalityA,1
Reader4,Actual2037,modalityA,1
Reader4,Actual2038,modalityA,1
Reader1,Actual1001,modalityA,1
Reader1,Actual1002,modalityA,1
Reader1,Actual1004,modalityA,1
Reader1,Actual1005,modalityA,1
Reader1,Actual1006,modalityA,1
Reader1,Actual1007,modalityA,1
Reader1,Actual1008,modalityA,1
Reader1,Actual1009,modalityA,1
Reader1,Actual1010,modalityA,1
Reader2,Actual1011,modalityA,1
Reader2,Actual1012,modalityA,1
Reader2,Actual1013,modalityA,1
Reader2,Actual1014,modalityA,1
Reader2,Actual1015,modalityA,1
Reader2,Actual1016,modalityA,1
Reader2,Actual1017,modalityA,1
Reader2,Actual1018,modalityA,1
Reader2,Actual1019,modalityA,1
Reader3,Actual1020,modalityA,1
Reader3,Actual1021,modalityA,0
Reader3,Actual1022,modalityA,1
Reader3,Actual1023,modalityA,1
Reader3,Actual1024,modalityA,1
Reader3,Actual1025,modalityA,1
Reader3,Actual1026,modalityA,1
Reader3,Actual1027,modalityA,1
Reader3,Actual1028,modalityA,1
Reader4,Actual1029,modalityA,1
Reader4,Actual1030,modalityA,1
Reader4,Actual1031,modalityA,1
Reader4,Actual1032,modalityA,1
Reader4,Actual1033,modalityA,0
Reader4,Actual1034,modalityA,1
Reader4,Actual1035,modalityA,1
Reader4,Actual1036,modalityA,1
Reader4,Actual1037,modalityA,1
