BEGIN DATA:,,,
truth,1,truth,1
truth,2,truth,0
truth,3,truth,1
truth,4,truth,0
truth,5,truth,1
truth,6,truth,0
truth,7,truth,1
truth,8,truth,0
truth,9,truth,1
truth,10,truth,0
truth,11,truth,1
truth,12,truth,0
truth,13,truth,1
truth,14,truth,0
truth,15,truth,1
truth,16,truth,0
truth,17,truth,1
truth,18,truth,0
truth,19,truth,1
truth,20,truth,0
truth,21,truth,1
truth,22,truth,0
truth,23,truth,1
truth,24,truth,0
truth,25,truth,1
truth,26,truth,0
truth,27,truth,1
truth,28,truth,0
truth,29,truth,1
truth,30,truth,0
truth,31,truth,1
truth,32,truth,0
truth,33,truth,1
truth,34,truth,0
truth,35,truth,1
truth,36,truth,0
truth,37,truth,1
truth,38,truth,0
truth,39,truth,1
truth,40,truth,0
truth,41,truth,1
truth,42,truth,0
truth,43,truth,1
truth,44,truth,0
truth,45,truth,1
truth,46,truth,0
truth,47,truth,1
truth,48,truth,0
truth,49,truth,1
truth,50,truth,0
truth,51,truth,1
truth,52,truth,0
truth,53,truth,1
truth,54,truth,0
truth,55,truth,1
truth,56,truth,0
truth,57,truth,1
truth,58,truth,0
truth,59,truth,1
truth,60,truth,0
truth,61,truth,1
truth,62,truth,0
truth,63,truth,1
truth,64,truth,0
truth,65,truth,1
truth,66,truth,0
truth,67,truth,1
truth,68,truth,0
truth,69,truth,1
truth,70,truth,0
truth,71,truth,1
truth,72,truth,0
truth,73,truth,1
truth,74,truth,0
truth,75,truth,1
truth,76,truth,0
truth,77,truth,1
truth,78,truth,0
truth,79,truth,1
truth,80,truth,0
truth,81,truth,1
truth,82,truth,0
truth,83,truth,1
truth,84,truth,0
truth,85,truth,1
truth,86,truth,0
truth,87,truth,1
truth,88,truth,0
truth,89,truth,1
truth,90,truth,0
truth,91,truth,1
truth,92,truth,0
truth,93,truth,1
truth,94,truth,0
truth,95,truth,1
truth,96,truth,0
truth,97,truth,1
truth,98,truth,0
truth,99,truth,1
truth,100,truth,0
truth,101,truth,1
truth,102,truth,0
truth,103,truth,1
truth,104,truth,0
truth,105,truth,1
truth,106,truth,0
truth,107,truth,1
truth,108,truth,0
truth,109,truth,1
truth,110,truth,0
truth,111,truth,1
truth,112,truth,0
truth,113,truth,1
truth,114,truth,0
truth,115,truth,1
truth,116,truth,0
truth,117,truth,1
truth,118,truth,0
truth,119,truth,1
truth,120,truth,0
truth,121,truth,1
truth,122,truth,0
truth,123,truth,1
truth,124,truth,0
truth,125,truth,1
truth,126,truth,0
truth,127,truth,1
truth,128,truth,0
truth,129,truth,1
truth,130,truth,0
truth,131,truth,1
truth,132,truth,0
truth,133,truth,1
truth,134,truth,0
truth,135,truth,1
truth,136,truth,0
truth,137,truth,1
truth,138,truth,0
truth,139,truth,1
truth,140,truth,0
truth,141,truth,1
truth,142,truth,0
truth,143,truth,1
truth,144,truth,0
truth,145,truth,1
truth,146,truth,0
truth,147,truth,1
truth,148,truth,0
truth,149,truth,1
truth,150,truth,0
truth,151,truth,1
truth,152,truth,0
truth,153,truth,1
truth,154,truth,0
truth,155,truth,1
truth,156,truth,0
truth,157,truth,1
truth,158,truth,0
truth,159,truth,1
truth,160,truth,0
truth,161,truth,1
truth,162,truth,0
truth,163,truth,1
truth,164,truth,0
truth,165,truth,1
truth,166,truth,0
truth,167,truth,1
truth,168,truth,0
truth,169,truth,1
truth,170,truth,0
truth,171,truth,1
truth,172,truth,0
truth,173,truth,1
truth,174,truth,0
truth,175,truth,1
truth,176,truth,0
truth,177,truth,1
truth,178,truth,0
truth,179,truth,1
truth,180,truth,0
truth,181,truth,1
truth,182,truth,0
truth,183,truth,1
truth,184,truth,0
truth,185,truth,1
truth,186,truth,0
truth,187,truth,1
truth,188,truth,0
truth,189,truth,1
truth,190,truth,0
truth,191,truth,1
truth,192,truth,0
truth,193,truth,1
truth,194,truth,0
truth,195,truth,1
truth,196,truth,0
truth,197,truth,1
truth,198,truth,0
truth,199,truth,1
truth,200,truth,0
truth,201,truth,1
truth,202,truth,0
truth,203,truth,1
truth,204,truth,0
truth,205,truth,1
truth,206,truth,0
truth,207,truth,1
truth,208,truth,0
truth,209,truth,1
truth,210,truth,0
truth,211,truth,1
truth,212,truth,0
truth,213,truth,1
truth,214,truth,0
truth,215,truth,1
truth,216,truth,0
truth,217,truth,1
truth,218,truth,0
truth,219,truth,1
truth,220,truth,0
truth,221,truth,1
truth,222,truth,0
truth,223,truth,1
truth,224,truth,0
truth,225,truth,1
truth,226,truth,0
truth,227,truth,1
truth,228,truth,0
truth,229,truth,1
truth,230,truth,0
truth,231,truth,1
truth,232,truth,0
truth,233,truth,1
truth,234,truth,0
truth,235,truth,1
truth,236,truth,0
