BEGIN DATA:,,,
truth,Actual1001,truth,1
truth,Actual1002,truth,1
truth,Actual1003,truth,1
truth,Actual1004,truth,1
truth,Actual1005,truth,1
truth,Actual1006,truth,1
truth,Actual1007,truth,1
truth,Actual1008,truth,1
truth,Actual1009,truth,1
truth,Actual1010,truth,1
truth,Actual1011,truth,1
truth,Actual1012,truth,1
truth,Actual1013,truth,1
truth,Actual1014,truth,1
truth,Actual1015,truth,1
truth,Actual1016,truth,1
truth,Actual1017,truth,1
truth,Actual1018,truth,1
truth,Actual1019,truth,1
truth,Actual1020,truth,1
truth,Actual1021,truth,1
truth,Actual1022,truth,1
truth,Actual1023,truth,1
truth,Actual1024,truth,1
truth,Actual1025,truth,1
truth,Actual1026,truth,1
truth,Actual1027,truth,1
truth,Actual1028,truth,1
truth,Actual1029,truth,1
truth,Actual1030,truth,1
truth,Actual1031,truth,1
truth,Actual1032,truth,1
truth,Actual1033,truth,1
truth,Actual1034,truth,1
truth,Actual1035,truth,1
truth,Actual1036,truth,1
truth,Actual1037,truth,1
truth,Actual1038,truth,1
truth,Actual1039,truth,1
truth,Actual1040,truth,1
truth,Actual1041,truth,1
truth,Actual1042,truth,1
truth,Actual1043,truth,1
truth,Actual1044,truth,1
truth,Actual1045,truth,1
truth,Actual1046,truth,1
truth,Actual1047,truth,1
truth,Actual1048,truth,1
truth,Actual1049,truth,1
truth,Actual1050,truth,1
truth,Actual1051,truth,1
truth,Actual1052,truth,1
truth,Actual1053,truth,1
truth,Actual1054,truth,1
truth,Actual1055,truth,1
truth,Actual1056,truth,1
truth,Actual1057,truth,1
truth,Actual1058,truth,1
truth,Actual1059,truth,1
truth,Actual1060,truth,1
truth,Actual1061,truth,1
truth,Actual1062,truth,1
truth,Actual1063,truth,1
truth,Actual1064,truth,1
truth,Actual1065,truth,1
truth,Actual1066,truth,1
truth,Actual1067,truth,1
truth,Actual1068,truth,1
truth,Actual1069,truth,1
truth,Actual1070,truth,1
truth,Actual1071,truth,1
truth,Actual1072,truth,1
truth,Actual1073,truth,1
truth,Actual1074,truth,1
truth,Actual1075,truth,1
truth,Actual1076,truth,1
truth,Actual1077,truth,1
truth,Actual1078,truth,1
truth,Actual1079,truth,1
truth,Actual1080,truth,1
truth,Actual1081,truth,1
truth,Actual1082,truth,1
truth,Actual1083,truth,1
truth,Actual1084,truth,1
truth,Actual1085,truth,1
truth,Actual1086,truth,1
truth,Actual1087,truth,1
truth,Actual1088,truth,1
truth,Actual1089,truth,1
truth,Actual1090,truth,1
truth,Actual1091,truth,1
truth,Actual1092,truth,1
truth,Actual1093,truth,1
truth,Actual1094,truth,1
truth,Actual1095,truth,1
truth,Actual1096,truth,1
truth,Actual1097,truth,1
truth,Actual1098,truth,1
truth,Actual1099,truth,1
truth,Actual1100,truth,1
truth,Actual1101,truth,1
truth,Actual1102,truth,1
truth,Actual1103,truth,1
truth,Actual1104,truth,1
truth,Actual1105,truth,1
truth,Actual1106,truth,1
truth,Actual1107,truth,1
truth,Actual1108,truth,1
truth,Actual1109,truth,1
truth,Actual1110,truth,1
truth,Actual1111,truth,1
truth,Actual1112,truth,1
truth,Actual1113,truth,1
truth,Actual1114,truth,1
truth,Actual1115,truth,1
truth,Actual1116,truth,1
truth,Actual1117,truth,1
truth,Actual1118,truth,1
truth,Actual1119,truth,1
truth,Actual1120,truth,1
truth,Actual1121,truth,1
truth,Actual1122,truth,1
truth,Actual1123,truth,1
truth,Actual1124,truth,1
truth,Actual1125,truth,1
truth,Actual1126,truth,1
truth,Actual1127,truth,1
truth,Actual1128,truth,1
truth,Actual1129,truth,1
truth,Actual1130,truth,1
truth,Actual1131,truth,1
truth,Actual1132,truth,1
truth,Actual1133,truth,1
truth,Actual1134,truth,1
